,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,ratio_per_person
942,24,78,Medium,Medium,Yes,9,91,Low,Yes,0,High,High,Public,Negative,3.0,No,Postgraduate,Far,Female,68,0.3076923076923077
943,19,89,Low,Medium,No,8,71,Medium,Yes,2,Low,High,Public,Positive,4.0,No,High School,Near,Male,68,0.21348314606741572
944,31,75,Medium,Medium,No,7,90,Low,Yes,2,Medium,High,Public,Neutral,2.0,Yes,High School,Moderate,Male,68,0.41333333333333333
945,14,68,Medium,Medium,Yes,6,52,Medium,Yes,2,Low,Medium,Public,Positive,2.0,No,College,Near,Male,62,0.20588235294117646
946,11,85,High,Low,Yes,10,57,High,Yes,0,Medium,High,Public,Neutral,5.0,No,High School,Near,Male,65,0.12941176470588237
947,16,99,Low,High,No,6,88,High,Yes,2,Low,Low,Public,Neutral,3.0,No,Postgraduate,Near,Male,71,0.16161616161616163
948,20,72,Medium,High,Yes,7,56,Low,Yes,0,Low,Medium,Public,Negative,6.0,Yes,College,Moderate,Male,63,0.2777777777777778
949,21,78,High,Medium,No,8,84,Low,Yes,1,High,Low,Public,Positive,4.0,No,High School,Near,Male,68,0.2692307692307692
950,19,87,High,Low,Yes,8,86,Low,Yes,1,Medium,High,Public,Positive,4.0,No,High School,Moderate,Female,69,0.21839080459770116
951,22,82,High,High,No,10,83,Medium,Yes,1,Low,High,Private,Neutral,2.0,Yes,College,Moderate,Male,69,0.2682926829268293
952,12,94,Medium,High,Yes,7,91,Low,Yes,3,Medium,Medium,Private,Positive,3.0,No,Postgraduate,Near,Female,71,0.1276595744680851
953,29,90,Medium,High,No,7,76,Medium,Yes,0,Low,Medium,Public,Neutral,1.0,No,Postgraduate,Moderate,Female,71,0.32222222222222224
954,20,62,Medium,Medium,Yes,9,95,Low,Yes,0,Medium,Medium,Private,Neutral,3.0,Yes,High School,Near,Male,62,0.3225806451612903
955,27,100,Low,Low,Yes,7,78,Low,Yes,2,Medium,Medium,Public,Negative,2.0,No,High School,Near,Male,70,0.27
956,22,90,High,High,No,8,75,High,Yes,1,Low,Low,Private,Neutral,3.0,No,College,Moderate,Male,70,0.24444444444444444
957,23,95,Medium,Medium,Yes,7,75,Medium,Yes,2,High,Medium,Public,Positive,2.0,No,College,Near,Male,73,0.24210526315789474
958,23,86,Medium,High,Yes,8,96,Low,Yes,3,Medium,Medium,Private,Positive,2.0,No,High School,Moderate,Female,71,0.26744186046511625
959,23,94,Medium,Low,Yes,8,62,Medium,Yes,2,Low,Medium,Public,Positive,0.0,No,Postgraduate,Moderate,Female,69,0.24468085106382978
960,24,64,Medium,High,Yes,6,85,High,Yes,0,High,Low,Private,Neutral,3.0,Yes,Postgraduate,,Male,66,0.375
961,28,74,Medium,Low,Yes,4,62,Medium,Yes,1,Low,Medium,Private,Neutral,3.0,No,High School,Moderate,Male,65,0.3783783783783784
962,21,95,High,Medium,No,4,55,Medium,Yes,2,Medium,High,Private,Neutral,1.0,No,College,Near,Male,71,0.22105263157894736
963,24,68,Medium,Medium,Yes,4,98,High,Yes,2,Medium,High,Public,Negative,2.0,No,High School,Near,Male,68,0.35294117647058826
964,19,63,Medium,High,Yes,7,56,Medium,Yes,2,Low,Medium,Private,Positive,3.0,No,High School,Near,Female,64,0.30158730158730157
965,29,92,Low,Low,Yes,4,84,Medium,Yes,2,Low,Medium,Public,Negative,3.0,No,Postgraduate,Near,Male,71,0.31521739130434784
966,16,93,Low,Medium,No,7,71,Medium,Yes,0,Medium,High,Public,Positive,2.0,No,High School,Near,Male,67,0.17204301075268819
967,31,67,Medium,Low,No,7,92,High,Yes,2,Medium,Medium,Public,Negative,3.0,No,High School,Far,Female,66,0.4626865671641791
968,20,94,Low,High,Yes,8,89,Medium,Yes,1,Low,Medium,Public,Positive,4.0,No,High School,Near,Male,71,0.2127659574468085
969,11,87,Low,Medium,No,8,57,High,Yes,0,Low,Medium,Public,Negative,2.0,No,High School,Moderate,Male,62,0.12643678160919541
970,21,81,High,Medium,No,8,73,Medium,Yes,3,Low,Medium,Public,Positive,2.0,Yes,High School,Near,Male,67,0.25925925925925924
971,16,93,Medium,Low,Yes,8,51,Medium,Yes,3,Low,Medium,Public,Neutral,2.0,No,College,Near,Male,67,0.17204301075268819
972,25,77,Low,Medium,Yes,7,71,Medium,Yes,0,Medium,Medium,Public,Negative,3.0,No,High School,Near,Female,66,0.3246753246753247
973,16,68,Low,Medium,Yes,7,85,High,Yes,1,Low,High,Private,Positive,3.0,No,Postgraduate,Moderate,Female,64,0.23529411764705882
974,17,71,Low,Medium,Yes,6,62,Medium,Yes,2,Low,Medium,Public,Neutral,3.0,Yes,College,Near,Male,62,0.23943661971830985
975,9,80,Medium,High,No,7,91,Low,Yes,1,Medium,Medium,Public,Neutral,3.0,No,College,Near,Female,65,0.1125
976,17,81,Medium,Low,Yes,5,53,Low,Yes,0,Medium,Medium,Public,Neutral,1.0,No,College,Near,Male,63,0.20987654320987653
977,5,92,Medium,Medium,Yes,9,52,Medium,Yes,2,High,Medium,Private,Neutral,4.0,Yes,College,Moderate,Female,64,0.05434782608695652
978,10,92,Low,High,Yes,6,51,Low,Yes,1,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Female,65,0.10869565217391304
979,25,83,Medium,High,No,7,64,Medium,Yes,0,Low,Medium,Public,Neutral,2.0,No,College,Moderate,Male,68,0.30120481927710846
980,25,91,Medium,High,Yes,7,73,Medium,Yes,2,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,72,0.27472527472527475
981,23,68,Medium,Medium,Yes,9,55,Medium,Yes,0,Low,Medium,Public,Positive,3.0,No,College,Moderate,Male,64,0.3382352941176471
982,14,62,High,Medium,No,4,100,Low,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,62,0.22580645161290322
983,20,95,Medium,Low,Yes,7,100,Low,No,3,Low,Medium,Private,Neutral,2.0,No,High School,Near,Female,69,0.21052631578947367
984,20,63,Low,Low,Yes,8,76,Medium,Yes,3,Medium,Medium,Public,Neutral,4.0,No,Postgraduate,Near,Female,64,0.31746031746031744
985,13,70,High,Medium,No,10,78,Medium,Yes,1,Low,Medium,Public,Negative,2.0,No,High School,Far,Female,61,0.18571428571428572
986,29,88,Medium,High,No,7,96,Low,Yes,2,Low,Low,Public,Positive,2.0,No,High School,Near,Female,72,0.32954545454545453
987,25,76,Medium,Low,Yes,6,88,Low,Yes,1,Medium,Medium,Private,Negative,3.0,No,College,Far,Male,66,0.32894736842105265
988,19,95,High,Low,No,10,58,Low,Yes,2,High,Medium,Public,Positive,3.0,No,High School,Near,Male,69,0.2
989,20,72,Medium,Medium,No,8,90,High,No,2,Low,Low,Private,Neutral,2.0,No,College,Near,Female,65,0.2777777777777778
990,21,60,High,Medium,Yes,9,62,Medium,Yes,2,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,64,0.35
991,8,72,Low,Medium,Yes,5,72,Medium,Yes,3,High,Low,Private,Positive,4.0,No,High School,Near,Female,62,0.1111111111111111
992,19,83,Medium,Medium,No,8,77,High,Yes,1,Low,Medium,Public,Positive,4.0,No,High School,Far,Male,66,0.2289156626506024
993,16,75,Low,Low,Yes,5,86,Medium,Yes,0,Low,Medium,Public,Positive,1.0,No,College,Moderate,Female,62,0.21333333333333335
994,14,81,Medium,Medium,Yes,5,58,High,Yes,3,Low,High,Public,Negative,4.0,No,Postgraduate,Moderate,Male,66,0.1728395061728395
995,18,95,Medium,High,No,8,54,Medium,Yes,2,High,Medium,Public,Neutral,3.0,No,College,Moderate,Female,70,0.18947368421052632
996,31,96,Medium,Medium,Yes,8,93,Low,Yes,3,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,75,0.3229166666666667
997,24,71,Low,High,Yes,6,91,Medium,Yes,3,High,Medium,Public,Neutral,2.0,No,High School,Far,Female,67,0.3380281690140845
998,17,78,Low,Medium,Yes,9,76,Low,Yes,4,Medium,Medium,Public,Positive,2.0,No,College,Near,Male,66,0.21794871794871795
999,23,82,Medium,High,No,6,83,Medium,Yes,2,Medium,Medium,Private,Positive,3.0,No,Postgraduate,Moderate,Male,71,0.2804878048780488
1000,28,98,High,Medium,Yes,7,86,Medium,Yes,2,Medium,High,Private,Neutral,2.0,No,High School,Near,Female,75,0.2857142857142857
1001,26,100,High,High,No,7,74,Low,Yes,1,Medium,Medium,Public,Neutral,2.0,No,High School,Far,Female,72,0.26
1002,20,69,High,Medium,No,7,63,Low,Yes,2,Low,Medium,Private,Negative,2.0,No,,Moderate,Female,64,0.2898550724637681
1003,16,89,Medium,Medium,Yes,9,74,Medium,No,1,Low,Medium,Public,Neutral,3.0,No,High School,Far,Male,65,0.1797752808988764
1004,24,75,Low,Medium,No,5,98,High,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,67,0.32
1005,22,60,Medium,Medium,No,6,92,Low,Yes,2,Low,High,Public,Negative,2.0,No,High School,Near,Male,63,0.36666666666666664
1006,25,60,Medium,Low,Yes,5,73,Low,Yes,1,Medium,Medium,Public,Negative,2.0,No,High School,Near,Male,62,0.4166666666666667
1007,24,78,Low,High,Yes,10,61,High,Yes,2,Medium,Medium,Public,Positive,4.0,No,College,Moderate,Female,69,0.3076923076923077
1008,26,80,Medium,Medium,Yes,7,94,Medium,Yes,1,Low,Medium,Private,Positive,2.0,No,Postgraduate,Moderate,Male,70,0.325
1009,17,61,Low,Medium,Yes,6,82,High,Yes,0,Medium,High,Public,Neutral,4.0,No,Postgraduate,Near,Male,63,0.2786885245901639
1010,28,87,Medium,Medium,Yes,7,70,Medium,Yes,2,Low,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Male,71,0.3218390804597701
1011,21,72,Medium,Low,Yes,8,56,Medium,Yes,0,Low,Medium,Public,Neutral,4.0,No,High School,Near,Male,63,0.2916666666666667
1012,32,82,Low,Medium,Yes,8,88,Low,Yes,0,High,Medium,Public,Positive,2.0,No,College,Moderate,Male,71,0.3902439024390244
1013,16,72,Medium,Medium,Yes,6,66,Low,Yes,0,Low,Medium,Private,Positive,4.0,No,College,Near,Male,63,0.2222222222222222
1014,30,67,Medium,High,Yes,6,80,High,Yes,0,Low,Medium,Public,Neutral,4.0,No,,Moderate,Male,68,0.44776119402985076
1015,21,76,Medium,Low,Yes,5,78,High,No,0,Low,High,Public,Neutral,3.0,No,High School,Near,Male,65,0.27631578947368424
1016,16,69,High,High,Yes,7,85,Medium,Yes,0,High,High,Private,Negative,3.0,No,High School,Near,Female,66,0.2318840579710145
1017,17,81,Low,Medium,Yes,9,77,Medium,Yes,3,Low,Medium,Public,Neutral,4.0,No,College,Far,Male,66,0.20987654320987653
1018,18,68,High,High,No,6,82,Low,Yes,0,Medium,High,Public,Positive,3.0,No,High School,Near,Male,66,0.2647058823529412
1019,23,80,Low,Low,Yes,8,54,Medium,Yes,0,Medium,High,Private,Positive,2.0,No,,Near,Female,65,0.2875
1020,23,66,Medium,High,No,6,83,Medium,Yes,0,High,Medium,Public,Positive,2.0,No,High School,Near,Female,66,0.3484848484848485
1021,17,87,Medium,Medium,Yes,5,60,Medium,Yes,4,Medium,Medium,Private,Positive,3.0,Yes,High School,Near,Female,67,0.19540229885057472
1022,20,90,High,Medium,No,8,70,Medium,Yes,0,Medium,Medium,Private,Neutral,3.0,No,High School,Moderate,Female,68,0.2222222222222222
1023,33,64,Medium,Low,Yes,10,76,Low,Yes,2,High,High,Private,Neutral,3.0,No,High School,Near,Male,68,0.515625
1024,30,79,Low,Medium,No,8,84,Medium,Yes,3,Low,Medium,Private,Negative,3.0,No,College,Moderate,Female,69,0.379746835443038
1025,23,63,Medium,Low,Yes,6,87,Low,Yes,1,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Male,64,0.36507936507936506
1026,20,84,Medium,Medium,No,6,85,Medium,Yes,0,Medium,Medium,Private,Positive,3.0,No,High School,Moderate,Male,67,0.23809523809523808
1027,21,71,Medium,Medium,Yes,10,55,Low,Yes,1,Medium,Medium,Public,Negative,4.0,No,High School,Moderate,Female,63,0.29577464788732394
1028,24,81,Low,High,Yes,7,69,Medium,Yes,3,Low,Medium,Public,Negative,3.0,No,College,,Male,67,0.2962962962962963
1029,14,81,Medium,High,Yes,6,64,Low,No,2,High,High,Public,Neutral,2.0,No,High School,Far,Female,64,0.1728395061728395
1030,18,97,Low,Medium,No,7,70,Low,Yes,0,High,Medium,Public,Neutral,2.0,Yes,High School,Near,Female,66,0.18556701030927836
1031,10,82,High,Medium,No,7,82,Low,Yes,2,Low,High,Private,Neutral,4.0,No,High School,Near,Male,65,0.12195121951219512
1032,22,83,Medium,Medium,Yes,8,60,Low,No,4,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Moderate,Female,68,0.26506024096385544
1033,24,76,Low,High,No,9,75,Low,Yes,0,Low,Medium,Private,Positive,5.0,No,High School,Near,Male,66,0.3157894736842105
1034,17,98,High,High,No,9,94,Low,Yes,0,High,Low,Public,Negative,3.0,No,College,Near,Male,71,0.17346938775510204
1035,29,91,Medium,High,Yes,7,87,Medium,No,2,Medium,High,Private,Negative,4.0,No,College,Near,Female,74,0.31868131868131866
1036,13,71,Medium,High,No,7,86,Low,Yes,2,Low,Medium,Public,Positive,3.0,No,Postgraduate,Near,Male,65,0.18309859154929578
1037,11,94,Low,High,Yes,8,92,High,Yes,0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Female,68,0.11702127659574468
1038,21,77,Medium,High,Yes,6,70,Low,No,2,High,Medium,Private,Positive,2.0,No,College,Near,Male,68,0.2727272727272727
1039,26,93,Medium,Medium,No,8,88,Medium,Yes,1,Medium,High,Public,Neutral,4.0,Yes,College,Near,Male,72,0.27956989247311825
1040,30,93,High,High,Yes,7,53,Medium,Yes,3,Low,Medium,Private,Negative,2.0,No,Postgraduate,Moderate,Female,74,0.3225806451612903
1041,17,68,Low,High,No,8,53,Medium,Yes,0,Low,Medium,Public,Neutral,2.0,No,College,Near,Male,61,0.25
1042,26,88,Low,Low,No,10,67,Low,Yes,0,Low,Low,Private,Positive,3.0,No,High School,Far,Male,65,0.29545454545454547
1043,20,72,High,Low,No,8,60,Low,Yes,0,Low,Medium,Public,Neutral,5.0,No,High School,Near,Male,63,0.2777777777777778
1044,19,72,High,Medium,Yes,7,76,Medium,Yes,1,Medium,High,Public,Positive,2.0,No,High School,Moderate,Female,66,0.2638888888888889
1045,25,72,Low,High,Yes,6,59,Medium,Yes,2,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,66,0.3472222222222222
1046,24,89,High,Medium,Yes,7,99,Medium,Yes,2,Low,High,Private,Neutral,4.0,No,High School,Near,Female,73,0.2696629213483146
1047,11,69,Medium,Medium,No,5,93,Medium,Yes,0,Medium,High,Public,Negative,4.0,No,College,Near,Male,63,0.15942028985507245
1048,29,60,High,High,Yes,8,99,Medium,Yes,0,Medium,Medium,Public,Positive,4.0,Yes,High School,,Female,68,0.48333333333333334
1049,28,89,High,Low,Yes,4,90,High,Yes,3,Low,High,Public,Positive,2.0,Yes,Postgraduate,Moderate,Female,73,0.3146067415730337
1050,16,67,Low,High,Yes,8,98,Medium,Yes,0,High,Low,Private,Negative,3.0,No,High School,Moderate,Male,63,0.23880597014925373
1051,22,64,Medium,High,Yes,8,68,Medium,Yes,2,Medium,Medium,Public,Negative,4.0,No,High School,Near,Male,65,0.34375
1052,23,70,Low,High,Yes,7,75,High,Yes,0,Low,Medium,Public,Positive,4.0,No,,Near,Female,66,0.32857142857142857
1053,22,75,Low,Low,Yes,6,62,Medium,Yes,0,High,High,Public,Negative,3.0,No,Postgraduate,Near,Female,65,0.29333333333333333
1054,17,79,Low,High,Yes,7,82,Medium,Yes,0,Medium,High,Public,Negative,2.0,No,College,Near,Male,66,0.21518987341772153
1055,16,62,High,Medium,No,4,89,High,Yes,3,Low,Medium,Public,Neutral,3.0,No,College,Near,Female,65,0.25806451612903225
1056,20,99,Medium,Medium,No,8,75,Medium,Yes,2,Low,High,Private,Negative,2.0,No,Postgraduate,Far,Female,70,0.20202020202020202
1057,27,89,Medium,Medium,No,7,65,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,70,0.30337078651685395
1058,23,73,High,Medium,Yes,9,75,Medium,Yes,0,High,High,Private,Positive,3.0,No,High School,Moderate,Female,68,0.3150684931506849
1059,18,73,Medium,High,No,8,53,Medium,No,1,Low,High,Public,Neutral,3.0,No,Postgraduate,Moderate,Male,64,0.2465753424657534
1060,25,78,Medium,Medium,No,7,86,Medium,Yes,1,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Moderate,Female,68,0.32051282051282054
1061,3,85,Low,High,No,8,73,Low,Yes,2,Low,Medium,Private,Neutral,3.0,No,High School,Near,Male,62,0.03529411764705882
1062,27,66,Medium,Medium,Yes,6,95,Medium,Yes,1,Medium,,Public,Positive,3.0,No,College,Moderate,Male,68,0.4090909090909091
1063,10,68,Low,Medium,No,6,96,Low,Yes,1,High,Medium,Public,Neutral,3.0,No,College,Moderate,Male,61,0.14705882352941177
1064,18,94,High,Medium,Yes,7,56,Low,No,1,Low,Medium,Public,Positive,3.0,No,Postgraduate,Near,Male,69,0.19148936170212766
1065,13,70,Medium,Medium,Yes,7,100,Medium,Yes,3,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,65,0.18571428571428572
1066,12,75,Medium,High,Yes,6,98,Medium,Yes,2,Low,Medium,Public,Neutral,2.0,No,College,Far,Male,65,0.16
1067,27,95,Medium,High,No,7,81,Low,Yes,3,Low,Medium,Public,Neutral,2.0,No,High School,Moderate,Male,72,0.28421052631578947
1068,17,87,Medium,Medium,Yes,7,91,High,Yes,3,Low,High,Public,Positive,3.0,Yes,College,Near,Female,70,0.19540229885057472
1069,22,74,Medium,High,Yes,10,51,Medium,No,1,Medium,Medium,Private,Negative,4.0,No,High School,Near,Male,65,0.2972972972972973
1070,20,87,Medium,Medium,No,7,99,Medium,Yes,3,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,69,0.22988505747126436
1071,23,61,High,Low,Yes,6,73,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Near,Male,65,0.3770491803278688
1072,20,89,Low,Medium,Yes,7,95,Low,Yes,3,Low,Medium,Private,Neutral,2.0,No,High School,Near,Male,69,0.2247191011235955
1073,12,79,Low,Medium,Yes,9,69,Medium,Yes,2,Low,High,Public,Neutral,3.0,No,Postgraduate,Near,Male,65,0.1518987341772152
1074,26,93,Medium,High,Yes,9,89,Medium,Yes,0,Low,Medium,Public,Neutral,3.0,No,College,Moderate,Male,72,0.27956989247311825
1075,17,98,High,Low,Yes,10,71,Medium,Yes,0,Low,High,Private,Positive,3.0,No,Postgraduate,Moderate,Female,70,0.17346938775510204
1076,11,97,Medium,Medium,Yes,7,68,Low,Yes,0,Low,Medium,Private,Negative,2.0,No,High School,Moderate,Female,64,0.1134020618556701
1077,17,96,Medium,Low,No,8,97,Low,Yes,0,Medium,Medium,Public,Negative,3.0,No,High School,Near,Female,67,0.17708333333333334
1078,29,80,Medium,Low,No,5,85,High,Yes,0,High,High,Public,Neutral,2.0,No,High School,Moderate,Male,69,0.3625
1079,25,74,Low,Medium,Yes,6,92,Low,Yes,4,Medium,Medium,Private,Positive,3.0,No,Postgraduate,Near,Male,70,0.33783783783783783
1080,18,79,Medium,Medium,Yes,5,77,Low,Yes,1,Low,High,Public,Neutral,3.0,No,High School,Near,Male,65,0.22784810126582278
1081,18,88,High,High,Yes,8,96,Low,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Far,Female,69,0.20454545454545456
1082,18,95,High,Medium,Yes,7,87,High,Yes,5,Medium,Medium,Public,Neutral,2.0,No,College,Near,Male,74,0.18947368421052632
1083,32,68,Low,Medium,Yes,7,54,Medium,Yes,1,Low,Medium,Private,Neutral,1.0,No,Postgraduate,Near,Male,66,0.47058823529411764
1084,22,97,Medium,Medium,Yes,6,88,High,Yes,1,Low,Low,Private,Positive,4.0,No,College,Near,Male,72,0.2268041237113402
1085,23,93,Medium,Low,Yes,8,51,High,No,0,Low,High,Private,Positive,1.0,No,High School,,Male,67,0.24731182795698925
1086,26,99,Low,High,Yes,4,91,High,Yes,2,High,Low,Public,Neutral,4.0,No,Postgraduate,Moderate,Female,75,0.26262626262626265
1087,21,95,Medium,Low,Yes,7,67,Medium,Yes,3,Medium,Medium,Public,Positive,2.0,No,College,Far,Female,70,0.22105263157894736
1088,18,71,Low,Low,No,7,80,Medium,Yes,1,Medium,Low,Public,Neutral,4.0,No,Postgraduate,Moderate,Female,63,0.2535211267605634
1089,19,64,Medium,Medium,No,4,87,High,Yes,2,Medium,Medium,Private,Positive,4.0,No,High School,Moderate,Male,65,0.296875
1090,20,64,Medium,High,No,8,82,Medium,Yes,3,Medium,Low,Public,Negative,3.0,No,High School,Moderate,Female,64,0.3125
1091,20,72,Medium,High,No,7,84,Low,Yes,2,Medium,High,Public,Negative,2.0,No,High School,Moderate,Female,65,0.2777777777777778
1092,24,85,Medium,Medium,Yes,8,95,Medium,Yes,2,Medium,Medium,Public,Negative,4.0,No,High School,Near,Female,70,0.2823529411764706
1093,20,92,Medium,Low,No,10,69,Medium,Yes,0,Low,Medium,Public,Positive,2.0,No,Postgraduate,Far,Male,67,0.21739130434782608
1094,24,96,Medium,Medium,Yes,7,77,Low,No,0,Low,Medium,Public,Negative,2.0,Yes,High School,Near,Female,67,0.25
1095,20,85,Medium,High,No,8,59,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,Postgraduate,Far,Female,68,0.23529411764705882
1096,20,60,Medium,Medium,No,9,73,High,Yes,4,Medium,Medium,Public,Negative,4.0,No,College,Near,Male,65,0.3333333333333333
1097,8,67,High,Medium,Yes,8,58,Low,Yes,2,Medium,Medium,Public,Positive,1.0,No,Postgraduate,Moderate,Female,61,0.11940298507462686
1098,25,64,Medium,Low,Yes,6,82,Low,Yes,2,Low,Medium,Public,Negative,3.0,No,High School,Moderate,Female,63,0.390625
1099,22,75,Medium,Low,Yes,5,66,Low,Yes,2,Low,Medium,Public,Positive,2.0,No,High School,Far,Male,80,0.29333333333333333
1100,26,80,Medium,Medium,Yes,8,93,Medium,Yes,2,Low,Low,Public,Neutral,1.0,No,Postgraduate,Moderate,Male,69,0.325
1101,3,62,Medium,Low,No,6,67,Medium,Yes,1,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,55,0.04838709677419355
1102,33,74,Medium,Medium,No,9,64,Medium,Yes,2,Medium,Medium,Private,Neutral,4.0,No,Postgraduate,Near,Female,70,0.44594594594594594
1103,19,67,Medium,Medium,Yes,6,75,High,Yes,1,Low,Medium,Public,Neutral,3.0,No,College,Near,Female,65,0.2835820895522388
1104,27,86,Low,Medium,Yes,7,59,Low,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,68,0.313953488372093
1105,14,79,Medium,Low,Yes,5,60,Medium,Yes,3,Low,Medium,Public,Negative,5.0,No,High School,Near,Male,64,0.17721518987341772
1106,24,80,Medium,Medium,No,6,89,Medium,Yes,1,Low,High,Public,Neutral,3.0,No,College,Near,Male,69,0.3
1107,14,77,Low,High,No,6,75,Medium,Yes,1,Medium,High,Public,Neutral,4.0,Yes,High School,Near,Female,89,0.18181818181818182
1108,16,98,Medium,Low,Yes,6,60,Medium,Yes,1,Medium,Medium,Private,Positive,3.0,No,High School,Far,Male,67,0.16326530612244897
1109,31,69,Medium,Medium,No,7,52,Medium,No,2,High,Low,Public,Neutral,5.0,No,College,Far,Male,92,0.4492753623188406
1110,19,81,High,High,No,6,73,Low,No,1,Low,High,Private,Positive,3.0,No,High School,Near,Female,67,0.2345679012345679
1111,21,89,Low,Medium,Yes,10,87,Low,Yes,3,Medium,Medium,Public,Positive,3.0,No,College,Near,Male,70,0.23595505617977527
1112,25,82,High,Low,No,8,68,Medium,Yes,1,Low,High,Public,Neutral,3.0,No,College,Near,Male,68,0.3048780487804878
1113,23,97,Medium,Low,Yes,9,62,Medium,Yes,0,Low,Medium,Private,Positive,2.0,No,Postgraduate,Near,Male,70,0.23711340206185566
1114,21,75,Medium,Medium,Yes,7,70,Low,Yes,3,Medium,Medium,Public,Positive,4.0,Yes,Postgraduate,Near,Male,67,0.28
1115,22,79,Medium,Medium,Yes,7,98,High,Yes,0,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,69,0.27848101265822783
1116,34,64,Medium,Medium,No,6,71,High,Yes,0,Low,High,Private,Negative,4.0,No,High School,Near,Female,67,0.53125
1117,20,84,High,High,Yes,10,63,Medium,Yes,0,Low,Medium,Private,Positive,4.0,No,High School,Near,Female,69,0.23809523809523808
